State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Assam,2020,3,Merchant payments,1383230,1492484153,North-Eastern Region
Assam,2020,3,Financial Services,24954,28452966.03,North-Eastern Region
Assam,2020,3,Others,59480,36605946.75,North-Eastern Region
Assam,2020,4,Peer-to-peer payments,7538478,36013292451,North-Eastern Region
Assam,2020,4,Recharge & bill payments,5383505,1662189124,North-Eastern Region
Assam,2020,4,Merchant payments,2392184,2466913306,North-Eastern Region
Assam,2020,4,Financial Services,29764,32314809.98,North-Eastern Region
Assam,2020,4,Others,79523,51901628.47,North-Eastern Region
Assam,2021,1,Peer-to-peer payments,9449096,45476079487,North-Eastern Region
Assam,2021,1,Recharge & bill payments,6494111,2103017762,North-Eastern Region
Assam,2021,1,Merchant payments,3459132,3657261586,North-Eastern Region
Assam,2021,1,Financial Services,34049,41291047.38,North-Eastern Region
Assam,2021,1,Others,75672,48814663.89,North-Eastern Region
Assam,2021,2,Peer-to-peer payments,11668399,51521387891,North-Eastern Region
Assam,2021,2,Recharge & bill payments,9058005,2657676415,North-Eastern Region
Assam,2021,2,Merchant payments,4562669,4914753140,North-Eastern Region
Assam,2021,2,Financial Services,49671,46106001.5,North-Eastern Region
Assam,2021,2,Others,94161,52549929.27,North-Eastern Region
Assam,2021,3,Peer-to-peer payments,15617592,64131823895,North-Eastern Region
Assam,2021,3,Recharge & bill payments,10284267,3248364164,North-Eastern Region
Assam,2021,3,Merchant payments,7431371,8208706348,North-Eastern Region
Assam,2021,3,Financial Services,39479,43889820.5,North-Eastern Region
Assam,2021,3,Others,131732,67715045.34,North-Eastern Region
Assam,2021,4,Peer-to-peer payments,21393962,86801625127,North-Eastern Region
Assam,2021,4,Merchant payments,12895755,13378765006,North-Eastern Region
Assam,2021,4,Recharge & bill payments,11484376,3842004488,North-Eastern Region
Assam,2021,4,Financial Services,60724,65456475.83,North-Eastern Region
Assam,2021,4,Others,185544,97116796.58,North-Eastern Region
Assam,2022,1,Peer-to-peer payments,27156085,1.08855E+11,North-Eastern Region
Assam,2022,1,Merchant payments,19011883,18833132506,North-Eastern Region
Assam,2022,1,Recharge & bill payments,12474674,4424035840,North-Eastern Region
Assam,2022,1,Financial Services,68432,73257991.39,North-Eastern Region
Assam,2022,1,Others,178812,94659207.47,North-Eastern Region
Assam,2022,2,Peer-to-peer payments,33879530,1.2383E+11,North-Eastern Region
Assam,2022,2,Merchant payments,28377534,24333260090,North-Eastern Region
Assam,2022,2,Recharge & bill payments,13858113,4814695680,North-Eastern Region
Assam,2022,2,Financial Services,50785,55549153.74,North-Eastern Region
Assam,2022,2,Others,168763,77624058.02,North-Eastern Region
Assam,2022,3,Peer-to-peer payments,37000266,1.27265E+11,North-Eastern Region
Assam,2022,3,Merchant payments,34935460,28789992307,North-Eastern Region
Assam,2022,3,Recharge & bill payments,13974568,5295136932,North-Eastern Region
Assam,2022,3,Financial Services,65066,62882386.46,North-Eastern Region
Assam,2022,3,Others,138451,76363577.27,North-Eastern Region
Assam,2022,4,Peer-to-peer payments,44828832,1.50693E+11,North-Eastern Region
Assam,2022,4,Merchant payments,43605784,36033810142,North-Eastern Region
Assam,2022,4,Recharge & bill payments,15344794,5773980885,North-Eastern Region
Assam,2022,4,Financial Services,74414,75960367.92,North-Eastern Region
Assam,2022,4,Others,127443,76370123.6,North-Eastern Region
Bihar,2018,1,Recharge & bill payments,3159922,375559206.8,Eastern Region
Bihar,2018,1,Peer-to-peer payments,2052089,5295346761,Eastern Region
Bihar,2018,1,Financial Services,194295,33999413.88,Eastern Region
Bihar,2018,1,Merchant payments,138885,139827755.7,Eastern Region
Bihar,2018,1,Others,279111,201025034.2,Eastern Region
Bihar,2018,2,Recharge & bill payments,4346849,700649777.1,Eastern Region
Bihar,2018,2,Peer-to-peer payments,3447898,12141448845,Eastern Region
Bihar,2018,2,Merchant payments,311487,318571872.8,Eastern Region
Bihar,2018,2,Financial Services,267433,45332532.1,Eastern Region
Bihar,2018,2,Others,258711,300128082.6,Eastern Region
Bihar,2018,3,Peer-to-peer payments,8893764,18695889188,Eastern Region
Bihar,2018,3,Recharge & bill payments,4401439,804061398.5,Eastern Region
Bihar,2018,3,Merchant payments,586862,367608510.7,Eastern Region
Bihar,2018,3,Financial Services,274510,33276460.45,Eastern Region
Bihar,2018,3,Others,211229,234968821.3,Eastern Region
Bihar,2018,4,Peer-to-peer payments,8094296,26224303883,Eastern Region
Bihar,2018,4,Recharge & bill payments,5469096,986310785,Eastern Region
Bihar,2018,4,Merchant payments,1680664,848968693.1,Eastern Region
Bihar,2018,4,Financial Services,237247,36199427.51,Eastern Region
Bihar,2018,4,Others,251098,302214380.2,Eastern Region
Bihar,2019,1,Peer-to-peer payments,16807040,38824078062,Eastern Region
Bihar,2019,1,Recharge & bill payments,7036367,1333688183,Eastern Region
Bihar,2019,1,Merchant payments,2055267,1024997000,Eastern Region
Bihar,2019,1,Financial Services,204689,28599535.73,Eastern Region
Bihar,2019,1,Others,252871,291464734.4,Eastern Region
Bihar,2019,2,Peer-to-peer payments,15837449,58381285241,Eastern Region
Bihar,2019,2,Recharge & bill payments,9279442,1996804238,Eastern Region
Bihar,2019,2,Merchant payments,4365465,2308145850,Eastern Region
Bihar,2019,2,Financial Services,129603,63338108.54,Eastern Region
Bihar,2019,2,Others,348520,382864846.1,Eastern Region
Bihar,2019,3,Peer-to-peer payments,15446119,61831776093,Eastern Region
Bihar,2019,3,Recharge & bill payments,9115040,2140566975,Eastern Region
Bihar,2019,3,Merchant payments,7206001,3413490288,Eastern Region
Bihar,2019,3,Financial Services,89997,20145460.43,Eastern Region
Bihar,2019,3,Others,282743,286804437.7,Eastern Region
Bihar,2019,4,Peer-to-peer payments,26337842,86340631422,Eastern Region
Bihar,2019,4,Recharge & bill payments,11358597,2649616530,Eastern Region
Bihar,2019,4,Merchant payments,5519582,4177574379,Eastern Region
Bihar,2019,4,Financial Services,100192,18815964.76,Eastern Region
Bihar,2019,4,Others,214101,126788281.9,Eastern Region
Bihar,2020,1,Peer-to-peer payments,23163922,99873688133,Eastern Region
Bihar,2020,1,Recharge & bill payments,13837430,3680590625,Eastern Region
Bihar,2020,1,Merchant payments,7822567,5562692117,Eastern Region
Bihar,2020,1,Financial Services,57233,23954789.41,Eastern Region
Bihar,2020,1,Others,200663,115927863.5,Eastern Region
Bihar,2020,2,Peer-to-peer payments,26572651,1.16244E+11,Eastern Region
Bihar,2020,2,Recharge & bill payments,19522564,5642294772,Eastern Region
Bihar,2020,2,Merchant payments,7011681,6760404422,Eastern Region
Bihar,2020,2,Financial Services,73119,54077813.26,Eastern Region
Bihar,2020,2,Others,206727,105377680.2,Eastern Region
Bihar,2020,3,Peer-to-peer payments,37294332,1.53665E+11,Eastern Region
Bihar,2020,3,Recharge & bill payments,19027978,6313780617,Eastern Region
Bihar,2020,3,Merchant payments,14777337,13111735855,Eastern Region
Bihar,2020,3,Financial Services,104135,81355476.16,Eastern Region
Bihar,2020,3,Others,299966,157309412.5,Eastern Region
Bihar,2020,4,Peer-to-peer payments,49432098,2.08485E+11,Eastern Region
Bihar,2020,4,Merchant payments,26750991,23185594534,Eastern Region
Bihar,2020,4,Recharge & bill payments,19908687,6926960997,Eastern Region
Bihar,2020,4,Financial Services,119416,100785736,Eastern Region
Bihar,2020,4,Others,380481,207713978,Eastern Region
Bihar,2021,1,Peer-to-peer payments,58566582,2.42013E+11,Eastern Region
Bihar,2021,1,Merchant payments,33959313,30171144593,Eastern Region
Bihar,2021,1,Recharge & bill payments,21974086,8505455545,Eastern Region
Bihar,2021,1,Financial Services,124277,112949858.3,Eastern Region
Bihar,2021,1,Others,308219,170787342.8,Eastern Region
Bihar,2021,2,Peer-to-peer payments,78694099,3.19759E+11,Eastern Region
Bihar,2021,2,Merchant payments,44686786,43458914640,Eastern Region
Bihar,2021,2,Recharge & bill payments,31646149,11030849714,Eastern Region
Bihar,2021,2,Financial Services,149791,116086345.9,Eastern Region
Bihar,2021,2,Others,426797,215721223.2,Eastern Region
Bihar,2021,3,Peer-to-peer payments,92785704,3.31514E+11,Eastern Region
Bihar,2021,3,Merchant payments,64094961,53849745605,Eastern Region
Bihar,2021,3,Recharge & bill payments,30081746,11327303470,Eastern Region
Bihar,2021,3,Financial Services,135748,130349071.6,Eastern Region
Bihar,2021,3,Others,572954,241260025.5,Eastern Region
Bihar,2021,4,Peer-to-peer payments,117340712,4.23665E+11,Eastern Region
Bihar,2021,4,Merchant payments,95992559,81729122296,Eastern Region
Bihar,2021,4,Recharge & bill payments,30824177,13438634948,Eastern Region
Bihar,2021,4,Financial Services,186298,173358268.8,Eastern Region
Bihar,2021,4,Others,783199,365400541.9,Eastern Region
Bihar,2022,1,Peer-to-peer payments,138085265,5.00025E+11,Eastern Region
Bihar,2022,1,Merchant payments,114892163,95507710276,Eastern Region
Bihar,2022,1,Recharge & bill payments,30545266,15431605247,Eastern Region
Bihar,2022,1,Financial Services,169722,148088975.2,Eastern Region
Bihar,2022,1,Others,698018,299484690.3,Eastern Region
Bihar,2022,2,Peer-to-peer payments,164119431,6.10449E+11,Eastern Region
Bihar,2022,2,Merchant payments,158289353,1.26423E+11,Eastern Region
Bihar,2022,2,Recharge & bill payments,36950622,17225668602,Eastern Region
Bihar,2022,2,Financial Services,124199,116203820.9,Eastern Region
Bihar,2022,2,Others,661424,247541289.1,Eastern Region
Bihar,2022,3,Merchant payments,198273336,1.37874E+11,Eastern Region
Bihar,2022,3,Peer-to-peer payments,192304951,6.32747E+11,Eastern Region
Bihar,2022,3,Recharge & bill payments,46044353,20417791249,Eastern Region
Bihar,2022,3,Financial Services,179533,161987346.2,Eastern Region
Bihar,2022,3,Others,565212,245905365.8,Eastern Region
Bihar,2022,4,Merchant payments,243777692,1.72924E+11,Eastern Region
Bihar,2022,4,Peer-to-peer payments,225487662,7.3987E+11,Eastern Region
Bihar,2022,4,Recharge & bill payments,47054083,22729599211,Eastern Region
Bihar,2022,4,Financial Services,205989,199208429.5,Eastern Region
Bihar,2022,4,Others,559223,288999714.4,Eastern Region
Chandigarh,2018,1,Recharge & bill payments,201262,47479581.16,Northern Region
Chandigarh,2018,1,Peer-to-peer payments,135136,527998849.3,Northern Region
Chandigarh,2018,1,Merchant payments,21431,19477066.53,Northern Region
Chandigarh,2018,1,Financial Services,8473,1865618.25,Northern Region
Chandigarh,2018,1,Others,15593,16614305.58,Northern Region
Chandigarh,2018,2,Recharge & bill payments,224548,76722906.68,Northern Region
Chandigarh,2018,2,Peer-to-peer payments,194627,835296156.4,Northern Region
Chandigarh,2018,2,Merchant payments,34606,29408471.51,Northern Region
Chandigarh,2018,2,Financial Services,11927,3679451.864,Northern Region
Chandigarh,2018,2,Others,13376,16116275.27,Northern Region
Chandigarh,2018,3,Peer-to-peer payments,295358,1217617706,Northern Region
Chandigarh,2018,3,Recharge & bill payments,236445,100639674.7,Northern Region
Chandigarh,2018,3,Merchant payments,64998,37560565.97,Northern Region
Chandigarh,2018,3,Financial Services,7642,1302311.597,Northern Region
Chandigarh,2018,3,Others,12493,12234189.32,Northern Region
Chandigarh,2018,4,Peer-to-peer payments,431461,1793871702,Northern Region
Chandigarh,2018,4,Recharge & bill payments,310527,128130476,Northern Region
Chandigarh,2018,4,Merchant payments,135266,94010713.61,Northern Region
Chandigarh,2018,4,Financial Services,10008,2039811.337,Northern Region
Chandigarh,2018,4,Others,17854,14538888.52,Northern Region
Chandigarh,2019,1,Peer-to-peer payments,689400,2123866602,Northern Region
Chandigarh,2019,1,Recharge & bill payments,390610,161414934.1,Northern Region
Chandigarh,2019,1,Merchant payments,169984,97230471.44,Northern Region
Chandigarh,2019,1,Financial Services,7412,917030.9067,Northern Region
Chandigarh,2019,1,Others,17070,12603012.34,Northern Region
Chandigarh,2019,2,Peer-to-peer payments,604849,2339922408,Northern Region
Chandigarh,2019,2,Recharge & bill payments,342294,185659011.5,Northern Region
Chandigarh,2019,2,Merchant payments,277811,152766864.7,Northern Region
Chandigarh,2019,2,Financial Services,5590,839765.1614,Northern Region
Chandigarh,2019,2,Others,21926,13928050.05,Northern Region
Chandigarh,2019,3,Peer-to-peer payments,722233,2815184153,Northern Region
Chandigarh,2019,3,Merchant payments,447069,226535908.8,Northern Region
Chandigarh,2019,3,Recharge & bill payments,308219,213884900.5,Northern Region
Chandigarh,2019,3,Financial Services,2447,794918.675,Northern Region
Chandigarh,2019,3,Others,26575,13282206.87,Northern Region
Chandigarh,2019,4,Peer-to-peer payments,927850,3586763929,Northern Region
Chandigarh,2019,4,Merchant payments,561630,318692521.8,Northern Region
Chandigarh,2019,4,Recharge & bill payments,338203,237695595,Northern Region
Chandigarh,2019,4,Financial Services,1911,654298.6785,Northern Region
Chandigarh,2019,4,Others,21321,8707473.863,Northern Region
Chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542,Northern Region
Chandigarh,2020,1,Merchant payments,764832,438193845.5,Northern Region
Chandigarh,2020,1,Recharge & bill payments,389851,257250007.2,Northern Region
Chandigarh,2020,1,Financial Services,1574,1406138.188,Northern Region
Chandigarh,2020,1,Others,18853,8230536.663,Northern Region
Chandigarh,2020,2,Peer-to-peer payments,766698,3293060120,Northern Region
Chandigarh,2020,2,Merchant payments,390906,331423259,Northern Region
Chandigarh,2020,2,Recharge & bill payments,361577,214425229.3,Northern Region
Chandigarh,2020,2,Financial Services,1797,3982005.118,Northern Region
Chandigarh,2020,2,Others,7032,4125116.689,Northern Region
Chandigarh,2020,3,Peer-to-peer payments,981986,4178346395,Northern Region
Chandigarh,2020,3,Merchant payments,796634,604271248.9,Northern Region
Chandigarh,2020,3,Recharge & bill payments,366353,296964795,Northern Region
Chandigarh,2020,3,Financial Services,2643,5254415.457,Northern Region
Chandigarh,2020,3,Others,10470,4972498.603,Northern Region
Chandigarh,2020,4,Merchant payments,1322026,939307675.9,Northern Region
Chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731,Northern Region
Chandigarh,2020,4,Recharge & bill payments,409997,320731281.9,Northern Region
Chandigarh,2020,4,Financial Services,3346,4400109.749,Northern Region
Chandigarh,2020,4,Others,17970,10005102.46,Northern Region
Chandigarh,2021,1,Merchant payments,1799072,1210594490,Northern Region
Chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167,Northern Region
Chandigarh,2021,1,Recharge & bill payments,678396,451109555.3,Northern Region
Chandigarh,2021,1,Financial Services,5111,7700394.762,Northern Region
Chandigarh,2021,1,Others,15574,10549252.04,Northern Region
Chandigarh,2021,2,Merchant payments,1926913,1390989391,Northern Region
Chandigarh,2021,2,Peer-to-peer payments,1663559,6541132353,Northern Region
Chandigarh,2021,2,Recharge & bill payments,806710,467698864.7,Northern Region
Chandigarh,2021,2,Financial Services,5502,7394941.033,Northern Region
Chandigarh,2021,2,Others,14863,10458390.53,Northern Region
Chandigarh,2021,3,Merchant payments,3179506,2245390329,Northern Region
Chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098,Northern Region
Chandigarh,2021,3,Recharge & bill payments,1008585,620437997.4,Northern Region
Chandigarh,2021,3,Financial Services,5700,7960844.904,Northern Region
Chandigarh,2021,3,Others,21170,14225734.85,Northern Region
Chandigarh,2021,4,Merchant payments,4056249,3041038520,Northern Region
Chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952,Northern Region
Chandigarh,2021,4,Recharge & bill payments,1013153,693790747.2,Northern Region
Chandigarh,2021,4,Financial Services,7038,10459431.86,Northern Region
Chandigarh,2021,4,Others,24902,17832859.58,Northern Region
Chandigarh,2022,1,Merchant payments,4511757,3264574793,Northern Region
Chandigarh,2022,1,Peer-to-peer payments,3012464,11150701029,Northern Region
Chandigarh,2022,1,Recharge & bill payments,1046187,731347957.2,Northern Region
Chandigarh,2022,1,Financial Services,7228,13538635.56,Northern Region
Chandigarh,2022,1,Others,22855,14829135,Northern Region
Chandigarh,2022,2,Merchant payments,6136803,3919372476,Northern Region
Chandigarh,2022,2,Peer-to-peer payments,3489382,12549248085,Northern Region
Chandigarh,2022,2,Recharge & bill payments,1119367,792957088.6,Northern Region
